"filename", "language", "Batch", "Markdown", "Python", "pip requirements", "Properties", "Log", "JSON", "PowerShell", "C++", "JavaScript", "reStructuredText", "C", "YAML", "XML", "Ini", "comment", "blank", "total"
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\panel.py", "Python", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 29, 319
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py", "Python", 0, 0, 766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 103, 1017
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\progress.py", "Python", 0, 0, 1138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 368, 210, 1716
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py", "Python", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 24, 224
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py", "Python", 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 55, 401
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 43
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\region.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\repr.py", "Python", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 150
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\rule.py", "Python", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 131
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\scope.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 87
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\screen.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 55
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\segment.py", "Python", 0, 0, 467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 71, 753
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py", "Python", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 139
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\status.py", "Python", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 17, 132
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\style.py", "Python", 0, 0, 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 69, 797
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\styled.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 43
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py", "Python", 0, 0, 725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 90, 967
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\table.py", "Python", 0, 0, 743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 111, 1007
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 154
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\text.py", "Python", 0, 0, 889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339, 134, 1362
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\theme.py", "Python", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 18, 116
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\themes.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py", "Python", 0, 0, 683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 82, 885
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\rich\tree.py", "Python", 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 258
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py", "Python", 0, 0, 578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 115, 771
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 6, 113
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli_w\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\tomli_w\_writer.py", "Python", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37, 230
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 37
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py", "Python", 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 65, 334
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py", "Python", 0, 0, 413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 92, 572
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 67
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 32
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py", "Python", 0, 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 84, 568
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\typing_extensions.py", "Python", 0, 0, 2801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1287, 497, 4585
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 103
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py", "Python", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 59, 356
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py", "Python", 0, 0, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 87, 573
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py", "Python", 0, 0, 623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 135, 1141
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 37
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py", "Python", 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 92, 520
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py", "Python", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 58, 398
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py", "Python", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 46, 315
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 131
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py", "Python", 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 90, 519
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py", "Python", 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 126, 921
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py", "Python", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 32, 217
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 127, 324
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py", "Python", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 42, 275
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 99
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 52
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 20, 156
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py", "Python", 0, 0, 735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 209, 1077
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py", "Python", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 80, 541
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 27, 192
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py", "Python", 0, 0, 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 113, 880
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 50
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py", "Python", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 150
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 58
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 23
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 19, 138
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 19, 108
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py", "Python", 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 74, 623
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py", "Python", 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 75, 505
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 21, 160
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 222
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py", "Python", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 27, 272
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py", "Python", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 66, 436
"c:\nyxa\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 26, 153
"c:\nyxa\.venv\Lib\site-packages\pip_api\__init__.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 22
"c:\nyxa\.venv\Lib\site-packages\pip_api\_call.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\nyxa\.venv\Lib\site-packages\pip_api\_hash.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 27
"c:\nyxa\.venv\Lib\site-packages\pip_api\_installed_distributions.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 117
"c:\nyxa\.venv\Lib\site-packages\pip_api\_parse_requirements.py", "Python", 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 4, 586
"c:\nyxa\.venv\Lib\site-packages\pip_api\_pep650.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 43
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\__about__.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 27
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\__init__.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\_manylinux.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 38, 302
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\_musllinux.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20, 137
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\_structures.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 68
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\markers.py", "Python", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 72, 305
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\requirements.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 32, 147
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\specifiers.py", "Python", 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 561, 54, 829
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\tags.py", "Python", 0, 0, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 77, 485
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\utils.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 137
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\packaging\version.py", "Python", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 277, 57, 505
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\pyparsing.py", "Python", 0, 0, 2649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3891, 568, 7108
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\tomli\__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 12
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\tomli\_parser.py", "Python", 0, 0, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 111, 692
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\tomli\_re.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 6, 108
"c:\nyxa\.venv\Lib\site-packages\pip_api\_vendor\tomli\_types.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\nyxa\.venv\Lib\site-packages\pip_api\_version.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 11
"c:\nyxa\.venv\Lib\site-packages\pip_api\exceptions.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
"c:\nyxa\.venv\Lib\site-packages\pip_audit\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6
"c:\nyxa\.venv\Lib\site-packages\pip_audit\__main__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_audit.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 97
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_cache.py", "Python", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 32, 179
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_cli.py", "Python", 0, 0, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 70, 637
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\__init__.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 29
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\interface.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 70
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\pip.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 21, 176
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\pylock.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 25, 113
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\pyproject.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 30, 160
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_dependency_source\requirement.py", "Python", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 43, 372
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_fix.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 26, 127
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\__init__.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 18
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\columns.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 28, 168
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\cyclonedx.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 101
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\interface.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 41
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\json.py", "Python", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 106
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_format\markdown.py", "Python", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 14, 157
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_service\__init__.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 28
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_service\interface.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 40, 191
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_service\osv.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 22, 156
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_service\pypi.py", "Python", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 23, 136
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_state.py", "Python", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 50, 275
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_subprocess.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 68
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_util.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 27
"c:\nyxa\.venv\Lib\site-packages\pip_audit\_virtual_env.py", "Python", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 25, 216
"c:\nyxa\.venv\Lib\site-packages\pip_requirements_parser-32.0.1.dist-info\AUTHORS.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"c:\nyxa\.venv\Lib\site-packages\pip_requirements_parser-32.0.1.dist-info\CHANGELOG.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 25, 56
"c:\nyxa\.venv\Lib\site-packages\pip_requirements_parser-32.0.1.dist-info\README.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 2, 58, 187
"c:\nyxa\.venv\Lib\site-packages\pip_requirements_parser.py", "Python", 0, 0, 1729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 745, 481, 2955
"c:\nyxa\.venv\Lib\site-packages\platformdirs\__init__.py", "Python", 0, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 80, 632
"c:\nyxa\.venv\Lib\site-packages\platformdirs\__main__.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 56
"c:\nyxa\.venv\Lib\site-packages\platformdirs\android.py", "Python", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 48, 250
"c:\nyxa\.venv\Lib\site-packages\platformdirs\api.py", "Python", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 50, 300
"c:\nyxa\.venv\Lib\site-packages\platformdirs\macos.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 27, 145
"c:\nyxa\.venv\Lib\site-packages\platformdirs\unix.py", "Python", 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 44, 273
"c:\nyxa\.venv\Lib\site-packages\platformdirs\version.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 22
"c:\nyxa\.venv\Lib\site-packages\platformdirs\windows.py", "Python", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 49, 273
"c:\nyxa\.venv\Lib\site-packages\propcache\__init__.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 33
"c:\nyxa\.venv\Lib\site-packages\propcache\_helpers.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 40
